reg_number,contract_info_id,status,customer,price,supplier_name,supplier_inn,supplier_kpp,supplier_address,supplier_phone,supplier_email,customer_group,customer_section,supplier_group,supplier_section,customer_group_name,customer_section_name,supplier_group_name,supplier_section_name
№ 2321400053225000067,109050156,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАРАЧЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",393600.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИКАЛ ЛИЗИНГ-КОНСАЛТИНГ"" (ООО ""МЛК"")",7733507267.0,771401001.0,,7733507267,,86,Q,64,K,Здравоохранение,Здравоохранение и социальные услуги,Финансовые услуги,Финансовая и страховая деятельность
№ 1526204221525000203,108415438,Исполнение завершено,ГЛАВНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО НИЖЕГОРОДСКОЙ ОБЛАСТИ,492500.0,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 3 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ВЛАДИМИРСКОЙ ОБЛАСТИ"" (ФКУ ИК-3 УФСИН РОССИИ ПО ВЛАДИМИРСКОЙ ОБЛАСТИ)",3328102753.0,332801001.0,,3328102753,,84,O,84,O,Государственное управление,Государственное управление и безопасность,Государственное управление,Государственное управление и безопасность
№ 2633500917226000087,108795498,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ САМАРСКОЙ ОБЛАСТИ ""ЧАПАЕВСКИЙ ДОМ-ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ,ИНВАЛИДОВ""",1719.6,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИТОЛЮКС"" (ООО ""ФИТОЛЮКС"")",6315559717.0,631501001.0,,6315559717,,87,Q,46,G,Уход с обеспечением проживания,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 3613500757026000015,109138894,Исполнение завершено,КОМИТЕТ ПО УПРАВЛЕНИЮ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ АДМИНИСТРАЦИИ УСТЬ-ДОНЕЦКОГО РАЙОНА,25425.0,ГАВРИЛОВА ИРИНА ВАСИЛЬЕВНА,6155009929.0,,,615500992972,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 3500911192425000054,108301674,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ДОМОДЕДОВО МОСКОВСКОЙ ОБЛАСТИ ""СПЕЦИАЛИЗИРОВАННАЯ СЛУЖБА В СФЕРЕ ПОГРЕБЕНИЯ И ПОХОРОННОГО ДЕЛА""",45000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕКТР"" (ООО ""СПЕКТР"")",5009100746.0,500901001.0,,5009100746,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2027403310326000098,107738265,Исполнение завершено,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКАНСКИЙ КАРДИОЛОГИЧЕСКИЙ ЦЕНТР,26063.7,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ИННОВАЦИОННЫХ ТЕХНОЛОГИЙ И МАТЕРИАЛОВ"" (ООО ""ИННОВАЦИОННЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ"")",7802744800.0,780201001.0,,7802744800,,86,Q,63,J,Здравоохранение,Здравоохранение и социальные услуги,Информационные технологии,Информация и связь
№ 2434701047524000710,95772902,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ КИРОВСКОЙ ОБЛАСТИ,6946992.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РБ ТРЕЙД"" (ООО ""РБ ТРЕЙД"")",3811466976.0,770301001.0,,3811466976,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 3524802009726000014,109012743,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ И ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ ГОРОДЕЦКОГО ОКРУГА""",78750.0,Тамагин Сергей Владимирович,5248305256.0,,,524830525600,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 2782700157126000015,108529078,Исполнение завершено,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 434 КУРОРТНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА,9146.49,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГА"" (ООО ""ВОЛГА"")",7843302537.0,784301001.0,,7843302537,,85,P,46,G,Образование,Образование,Оптовая торговля,Торговля оптовая и розничная
№ 2633500917226000095,108829587,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ САМАРСКОЙ ОБЛАСТИ ""ЧАПАЕВСКИЙ ДОМ-ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ,ИНВАЛИДОВ""",2160.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИТОЛЮКС"" (ООО ""ФИТОЛЮКС"")",6315559717.0,631501001.0,,6315559717,,87,Q,46,G,Уход с обеспечением проживания,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 1631702805226000002,106669772,Исполнение завершено,УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО САМАРСКОЙ ОБЛАСТИ,947118.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕРЛИН"" (ООО ""МЕРЛИН"")",7602108420.0,760201001.0,,7602108420,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2450109049026000222,107948023,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""МЕДИЦИНСКИЙ ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЙ ЦЕНТР В КУРГАНСКОЙ ОБЛАСТИ""",149049.6,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФИРМА ЕВРОСЕРВИС"" (АО ""ФИРМА ЕВРОСЕРВИС"")КПП крупнейшегоналогоплательщика:",7731241639.0,500301001.0,,7731241639,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2434701047524000519,96829339,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ КИРОВСКОЙ ОБЛАСТИ,12287068.8,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РБ ТРЕЙД"" (ООО ""РБ ТРЕЙД"")",3811466976.0,770301001.0,,3811466976,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 3523600345025000011,106725338,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ЧКАЛОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",397246.92,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРМЕДТЕХНИКА-НН"" (ООО ""ГОРМЕДТЕХНИКА-НН"")",5263105700.0,525701001.0,,5263105700,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2402901041823000005,109234340,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ КАЛУЖСКОЙ ОБЛАСТИ ""КАЛУЖСКИЙ ТЕХНИКУМ ЭЛЕКТРОННЫХ ПРИБОРОВ""",744309.16,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""СТАТУС-Д"" (ООО ""ЧОП ""СТАТУС-Д"")",4011021176.0,402901001.0,,4011021176,,26,C,46,G,Производство электроники и компьютеров,Обрабатывающие производства,Оптовая торговля,Торговля оптовая и розничная
№ 2434701047524000526,96784318,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ КИРОВСКОЙ ОБЛАСТИ,3569580.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РБ ТРЕЙД"" (ООО ""РБ ТРЕЙД"")",3811466976.0,770301001.0,,3811466976,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 1526090187026000093,109062169,Исполнение завершено,"ВОЛГОГРАДСКИЙ РАЙОН ВОДНЫХ ПУТЕЙ И СУДОХОДСТВА - ФИЛИАЛ ФЕДЕРАЛЬНОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""АДМИНИСТРАЦИЯ ВОЛЖСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""",176220.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТД СПЕЦЗАЩИТА"" (ООО ""ТД СПЕЦЗАЩИТА"")",3906346211.0,390601001.0,,3906346211,,84,O,80,N,Государственное управление,Государственное управление и безопасность,Охрана и безопасность,Административная деятельность
№ 2590803772726000013,108904574,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПЕРМСКОГО КРАЯ ""ГОРОДСКАЯ ДЕТСКАЯ ПОЛИКЛИНИКА № 4 ИМЕНИ ЧЕРНЫШОВОЙ ОЛЬГИ ЕВГЕНЬЕВНЫ""",165100.0,ВЕЛИЕВ ЮСИФ АРИФ ОГЛЫ,5025062876.0,,,502506287605,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2633500917226000084,108761892,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ САМАРСКОЙ ОБЛАСТИ ""ЧАПАЕВСКИЙ ДОМ-ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ,ИНВАЛИДОВ""",11520.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИТОЛЮКС"" (ООО ""ФИТОЛЮКС"")",6315559717.0,631501001.0,,6315559717,,87,Q,46,G,Уход с обеспечением проживания,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 3090000813026000089,109101029,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБЕСПЕЧЕНИЯ ДЕЯТЕЛЬНОСТИ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ КАРАЧАЕВСКОГО ГОРОДСКОГО ОКРУГА""",20500.0,БОТАШЕВА МАРИНА ХАНАФИЕВНА,916900634.0,,,091690063476,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 1760600872323000363,93283007,Исполнение завершено,ОТДЕЛЕНИЕ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ЯРОСЛАВСКОЙ ОБЛАСТИ,5558044.8,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНАТОРИЙ КИРОВА"" (ООО ""САНАТОРИЙ КИРОВА"")",9103010511.0,910301001.0,,9103010511,,65,K,86,Q,Страхование,Финансовая и страховая деятельность,Здравоохранение,Здравоохранение и социальные услуги
№ 2434701047524000506,94018880,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ КИРОВСКОЙ ОБЛАСТИ,665280.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РБ ТРЕЙД"" (ООО ""РБ ТРЕЙД"")",3811466976.0,770301001.0,,3811466976,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 1505301350025000129,107758613,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА № 21 ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""",22000000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕЛЕС"" (ООО""ВЕЛЕС"")",5053045050.0,505301001.0,,5053045050,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 3523600345026000015,108922638,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ЧКАЛОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",28250.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""ПОВОЛЖЬЕ"" (ООО ""ТД ""ПОВОЛЖЬЕ"")",5260472300.0,526001001.0,,5260472300,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2773506919225000746,108871615,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ М.П. КОНЧАЛОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",1554685.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУПРИМ"" (ООО ""СУПРИМ"")",7720928490.0,772001001.0,,7720928490,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
