reg_number,contract_info_id,status,customer,price,supplier_name,supplier_inn,supplier_kpp,supplier_address,supplier_phone,supplier_email
№ 1720415236426000037,107947343,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР НЕЙРОХИРУРГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ (Г.ТЮМЕНЬ)",877251.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮНИТОН"" (ООО ""ЮНИТОН"")",2540262893,254001001,,2540262893,
№ 2246601988225000285,102270665,Исполнение завершено,"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КРАСНОЯРСКАЯ МЕЖРАЙОННАЯ ПОЛИКЛИНИКА № 5""",15120.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОНУМ ФАКТУМ"" (ООО ""БОНУМ ФАКТУМ"")",2465340638,246501001,,2465340638,
№ 3644001600226000001,107338574,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ И ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ  БАЛАШОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""",32600.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НПО ""КРИСТА"" (ООО ""НПО ""КРИСТА"")",7707758779,770701001,,7707758779,
№ 1773301215126000052,107322827,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ЦЕНТР НЕВРОЛОГИИ И НЕЙРОНАУК""",513345.81,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАНУМАН"" (ООО ""ХАНУМАН"")",7730325501,773001001,,7730325501,
№ 2710600065226000029,108480492,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""СЕМЕЙНЫЙ МФЦ""МОЙ СЕМЕЙНЫЙ ЦЕНТР""",555900.0,ПРОХОРОВА МАРИЯ АЛЕКСАНДРОВНА,6674767935,,,667476793506,
№ 3312803916625000014,108316204,Исполнение завершено,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТР ОБЩЕСТВЕННОГО ЗДОРОВЬЯ И МЕДИЦИНСКОЙ ПРОФИЛАКТИКИ ГОРОДА СТАРОГО ОСКОЛА""",871.2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЮЗРУБИН-ПОЛИМЕР"" (ООО ""СОЮЗРУБИН-ПОЛИМЕР"")",4823070730,482301001,,4823070730,
№ 2760601181425000060,108119700,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЯРОСЛАВСКОЙ ОБЛАСТИ ""ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""",1302000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЛАЙН"" (ООО ""МЕДИЛАЙН"")",7604174796,760401001,,7604174796,
№ 2770503923226000230,108640818,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОРОЗОВСКАЯ ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",3000000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИДЕР"" (ООО ""ЛИДЕР"")",7716242934,771601001,,7716242934,
№ 2780101444926000020,108625030,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 2""",178000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВЫЕ ТЕХНОЛОГИИ"" (ООО ""ЦИФРОВЫЕ ТЕХНОЛОГИИ"")",7842176640,784201001,,7842176640,
№ 2644400376626000048,108355426,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САРАТОВСКОЙ ОБЛАСТИ ""ПЕТРОВСКАЯ РАЙОННАЯ БОЛЬНИЦА""",24640.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАНОМЕДТЕХ"" (ООО ""НАНОМЕДТЕХ"")",6454119590,645401001,,6454119590,
№ 2771035088421000058,70107497,Исполнение завершено,ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ - ЦЕНТР ОРГАНИЗАЦИИ ДОРОЖНОГО ДВИЖЕНИЯ ПРАВИТЕЛЬСТВА МОСКВЫ,111181880.75,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕКТОР"" (ООО ""ВЕКТОР"")Код по ОКПО:06132694Дата постановки на учет:22.12.2016",5643022352,564301001,,5643022352,
№ 2710600065225000197,106059498,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""СЕМЕЙНЫЙ МФЦ""МОЙ СЕМЕЙНЫЙ ЦЕНТР""",3400.02,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРК"" (ООО ""ПАРК"")",7133001912,713301001,,7133001912,
№ 1773301215126000074,107552658,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ЦЕНТР НЕВРОЛОГИИ И НЕЙРОНАУК""",1378567.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" АСБК ТЕХНИЧЕСКИЙ ЦЕНТР"" (ООО "" АСБК ТЦ"")",7716623760,773301001,,7716623760,
№ 2772335616026000209,108831266,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""КОЛЛЕДЖ АРХИТЕКТУРЫ, ДИЗАЙНА И РЕИНЖИНИРИНГА № 26""",58464.0,Изангел Римма Васильевна,2128046991,,,212804699112,
№ 2770503923224001169,93816852,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОРОЗОВСКАЯ ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",1290000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОИНВЕСТ КЭПИТАЛ"" (ООО ""КОИНВЕСТ КЭПИТАЛ"")",7722475341,772201001,,7722475341,
№ 3744603125625000032,105404741,Исполнение завершено,"МУНИЦИПАЛЬНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 109 ОБЩЕРАЗВИВАЮЩЕГО ВИДА"" Г. МАГНИТОГОРСКА",77890.5,ИСЕНТАЙЛАКОВ САМАТ АЛТЫМБАЕВИЧ,7429417156,,,742941715697,
№ 2230903913426000589,108825695,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКАЯ КРАЕВАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",140000.0,Погорелов Сергей Михайлович,2364007341,,,236400734146,
№ 2861201456526000104,108703033,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""ПЫТЬ-ЯХСКАЯ ОКРУЖНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""",21600.0,ЕГОРОВА МАРИНА БОРИСОВНА,8602013943,,,860201394362,
№ 2780702580024000168,104725423,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЖИЛИЩНОЕ АГЕНТСТВО КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА""",126249.03,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОПЛИВНО-ЭНЕРГЕТИЧЕСКИЙ КОМПЛЕКС САНКТ-ПЕТЕРБУРГА"" (АО ""ТЭК СПБ"")",7838129301,783801001,,7838129301,
№ 3381002354823000002,104092521,Исполнение завершено,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 7,1424309.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСЭНЕРГОСБЫТ"" (ООО ""РУСЭНЕРГОСБЫТ"")",7706284124,770401001,,7706284124,
№ 2860303300025000012,107222230,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""НИЖНЕВАРТОВСКИЙ СТРОИТЕЛЬНЫЙ КОЛЛЕДЖ""",1589838.98,БЛОХИН АНТОН ЛЕОНИДОВИЧ,0272024399,,,027202439950,
№ 2771035088421000279,87063237,Исполнение завершено,ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ - ЦЕНТР ОРГАНИЗАЦИИ ДОРОЖНОГО ДВИЖЕНИЯ ПРАВИТЕЛЬСТВА МОСКВЫ,1576347254.82,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦДОРПРОЕКТ"" (ООО ""СПЕЦДОРПРОЕКТ"")",7724305345,772401001,,7724305345,
№ 2121504059826000103,108637377,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""ДЕТСКАЯ РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""",103999.93,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ-М"" (ООО ""ГАРАНТ-М"")",7716644263,503801001,,7716644263,
№ 3524600186026000012,108133127,Исполнение завершено,ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОКРУГА ГОРОД БОР НИЖЕГОРОДСКОЙ ОБЛАСТИ,3842091.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ВЛАДИМИРСТРОЙСИТИ"" (ООО СЗ ""ВЛАДИМИРСТРОЙСИТИ"")",3301035080,524601001,,3301035080,
№ 2772765679024001395,99124197,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ""",92559.62,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ"" (АО ""ОЭК"")",7720522853,770501001,,7720522853,
№ 2770906428625000137,108123700,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""НАУЧНО-ПРАКТИЧЕСКИЙ КЛИНИЧЕСКИЙ ЦЕНТР ДИАГНОСТИКИ И ТЕЛЕМЕДИЦИНСКИХ ТЕХНОЛОГИЙ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",660400.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХКОМП"" (ООО ""ТЕХКОМП"")",0278173119,027401001,,0278173119,
№ 2781101870026000178,107834845,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ АЛЕКСАНДРОВСКАЯ БОЛЬНИЦА""",215985.0,ШЕВЧЕНКО ЛЮДМИЛА ИВАНОВНА,4714018432,,,471401843245,
№ 3410503269526000007,108249270,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЕЛИЗОВСКАЯ СРЕДНЯЯ ШКОЛА № 9 ИМЕНИ РОМАНА ВАСИЛЬЕВИЧА ФЕДИНЫ """,50467.51,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ТЕХНИЧЕСКОГО ОБСЛУЖИВАНИЯ РМК ПЛЮС"" (ООО""ЦТО РМК ПЛЮС"")",4100003531,410101001,,4100003531,
№ 2246601988225000270,102102122,Исполнение завершено,"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КРАСНОЯРСКАЯ МЕЖРАЙОННАЯ ПОЛИКЛИНИКА № 5""",14000.0,АНИКИНА КСЕНИЯ АЛЕКСАНДРОВНА,2462177004,,,246217700419,
№ 2780101444926000005,106358686,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 2""",13500.0,КУРАКИН АРТЁМ АЛЕКСЕЕВИЧ,4023131125,,,402313112564,
№ 2230903913426000588,108824891,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКАЯ КРАЕВАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",165000.0,Погорелов Сергей Михайлович,2364007341,,,236400734146,
№ 2770503923225000510,105025199,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОРОЗОВСКАЯ ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",115263.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛПИ-ФАРМ"" (ООО ""АЛПИ-ФАРМ"")",9718083024,771801001,,9718083024,
№ 1373100104426000089,108434297,Исполнение завершено,ОТДЕЛЕНИЕ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ИВАНОВСКОЙ ОБЛАСТИ,64960.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАНЦТРЕНД"" (ООО ""КАНЦТРЕНД"")",2130209293,213001001,,2130209293,
№ 2781101870026000238,108193868,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ АЛЕКСАНДРОВСКАЯ БОЛЬНИЦА""",14112.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬФА ТРЕЙД"" (ООО ""АЛЬФА ТРЕЙД"")",5047166032,504701001,,5047166032,
№ 2772009352325002567,104105894,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ КЛИНИЧЕСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ИМЕНИ А.С. ЛОГИНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",190376.8,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖЕНЕРНО-ЭКСПЕРТНАЯ СЛУЖБА"" (ООО ""ИЭС"")",7730686000,773001001,,7730686000,
№ 1773301215126000115,108040749,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ЦЕНТР НЕВРОЛОГИИ И НЕЙРОНАУК""",11823.28,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОСРЕЗЕРВ"" (ООО ""МОСРЕЗЕРВ"")",7743343272,774301001,,7743343272,
№ 2366603133526000206,109099454,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №1""",251994.6,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАВИСФАРМ"" (ООО ""НАВИСФАРМ"")",5036171778,503601001,,5036171778,
№ 2230903913426000590,108826150,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКАЯ КРАЕВАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",49000.0,Погорелов Сергей Михайлович,2364007341,,,236400734146,
№ 2770503923225000078,98611666,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОРОЗОВСКАЯ ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",155142.56,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИАТОР"" (ООО ""МЕДИАТОР"")",7104508602,710401001,,7104508602,
№ 3302302463825000004,105265750,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА П. МИРНЫЙ""",265995.79,"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ Г. АСТРАХАНИ ""АСТРВОДОКАНАЛ"" (МУП Г. АСТРАХАНИ ""АСТРВОДОКАНАЛ"")",3017037981,302501001,,3017037981,
№ 2781101870026000353,108665312,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ АЛЕКСАНДРОВСКАЯ БОЛЬНИЦА""",225037.61,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АККОРД"" (ООО ""АККОРД"")",7806534410,780601001,,7806534410,
№ 2230903913426000587,108824244,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКАЯ КРАЕВАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",59800.0,Погорелов Сергей Михайлович,2364007341,,,236400734146,
№ 2366603133525000834,104401278,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №1""",179760.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЦ-ПАРИТЕТ"" (ООО ""ПЦ-ПАРИТЕТ"")",7605017235,771501001,,7605017235,
№ 2616601753925000152,105843685,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РОСТОВСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 1"" В Г. РОСТОВЕ-НА-ДОНУ",38000.0,ГУНЧАК МАКСИМ НИКОЛАЕВИЧ,6162017320,,,616201732047,
№ 1773301215126000105,107929531,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ЦЕНТР НЕВРОЛОГИИ И НЕЙРОНАУК""",91079.18,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОСРЕЗЕРВ"" (ООО ""МОСРЕЗЕРВ"")",7743343272,774301001,,7743343272,
№ 1920450958626000005,108969602,Исполнение завершено,АРБИТРАЖНЫЙ СУД ГОРОДА СЕВАСТОПОЛЯ,29982.5,ГОВОРУЩЕНКО МАКСИМ ВАЛЕРЬЕВИЧ,9200005333,,,920000533310,
№ 1784246167925001147,105948627,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""СЕВЕРО-ЗАПАДНЫЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ И.И. МЕЧНИКОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",21292.65,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВГУСТ"" (ООО ""АВГУСТ"")",7810400793,781001001,,7810400793,
